image,caractéristique,classe
2709-1919-0004.png,"[3 2 4 0 3 0 1 3 2 4 1 3 4 2 1 3 4 1 2 4 2 3 1 2 0 3 7 1 4 2 2 4 0 6 0 1 3
 0 0 0 2 4 0 1 0 2 3 1 4 4]",1
1744-807-0010.png,"[0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
172-1464-0024.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
817-2755-0006.png,"[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 0 0 0 0]",1
18-1594-0023.png,"[0 2 0 1 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1
 0 0 0 0 0 0 0 0 1 0 1 0 0]",1
1677-1760-0019.png,"[ 0  6 10  6  5 10  1  4 10  2  7  5  5 19 10  4  4  2  4  3  2  9  0  5
  6  9  6  7  2  4  4  2  3 11  5 13  2  3  3 18  2  3 12 10  5  5  2  2
  0  4]",1
545-12059-1-369.png,"[ 2  2  6  2  1  2  8  4  4  1  1  7  3  0  1  2 10  4  1  4  3  2  3  3
  1  6  4  9  1  0  1  2  4  4  0  4  4  3  0  4  5  4  6  5  1  2  3  3
  1  5]",1
425-574-0030.png,"[2 3 1 3 0 2 0 4 4 5 3 0 1 3 2 5 2 0 1 0 2 2 3 0 0 4 6 4 0 1 1 0 0 1 1 1 1
 1 2 5 0 2 0 0 0 2 4 1 0 0]",1
2488-2227-0019.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
1943-1324-0012.png,"[ 7 10 10 18  4  5  2 14  8  2  6  4  5 14  5 11 21 12  8 10  6  8 10  8
 13  3 13  6  5 11  8  4  6  7  6 10 15  8  7 14  4 12  4  9  3  8  5  3
  3  8]",1
2345-641-0028.png,"[2 2 2 5 3 3 1 6 5 5 1 2 5 3 3 6 0 0 0 0 9 4 0 1 0 2 7 0 1 7 3 0 2 1 3 1 1
 1 3 1 2 2 1 3 3 4 3 1 2 1]",1
1404-2272-0006.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
 0 0 0 0 0 0 0 0 1 0 0 0 0]",1
1606-2262-0012.png,"[0 0 0 0 0 1 0 0 0 0 1 0 0 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 1 0 0 0
 0 0 1 2 0 0 0 0 1 0 0 0 0]",1
228-16240-1-150.png,"[2 2 6 0 2 4 5 3 1 3 4 5 0 0 2 3 4 2 1 7 5 2 2 3 3 3 1 8 0 0 1 9 3 4 2 3 2
 1 1 4 4 4 7 2 6 2 4 2 0 1]",1
794-168-0015.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
2662-1288-0030.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 4 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 1 0 0 0 0 0 0 0 0 0 0 0]",1
1815-1353-0013.png,"[0 1 0 0 0 0 0 1 0 0 0 2 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 2 0 1 0 1 0 0 0 0
 1 0 1 0 1 0 1 1 3 0 0 0 0]",1
98-1430-0021.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
2692-2247-0016.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
1079-1556-0003.png,"[0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 2 2 0 0 0 0 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0 1
 0 0 0 0 0 0 0 0 1 0 0 0 2]",1
385-4793-1-0726.png,"[14  3 10 11  5  8  2  6  2  7  4  8  4  3  5 13 13  7  9 14  9  8  2  1
 13  5  6  7  4  4  2 16  6  5  4 11  4  3  2  8  0  5  7  2  8  8  3  6
  5 13]",1
1802-256-0023.png,"[0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 0 0 1 0 0 0 0 0 3 0 0
 1 1 0 0 0 0 1 0 2 1 1 0 0]",1
229-2179-0058.png,"[0 0 2 1 0 0 0 1 0 0 0 2 0 2 0 2 2 0 1 3 2 0 0 1 2 0 5 0 1 1 0 1 0 0 0 0 0
 0 0 1 0 1 0 1 1 2 0 1 0 0]",1
1595-1882-0032.png,"[0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 0 0 1 1 1 0 0 1 1 1 0 0 0 1 0
 0 0 0 0 0 0 0 1 1 1 0 0 1]",1
1173-1908-0020.png,"[3 1 3 6 0 1 3 3 2 4 4 1 2 1 2 6 3 1 1 7 2 2 3 0 4 3 4 3 1 0 2 4 2 3 4 2 1
 2 1 6 2 6 4 4 2 3 6 0 0 7]",1
2778-794-0012.png,"[1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 0 0 1
 0 0 0 0 0 0 0 0 0 1 0 0 1]",1
273-2214-0002.png,"[0 0 0 1 0 0 0 1 0 0 0 1 0 1 0 2 0 0 1 0 3 1 1 0 0 1 0 0 0 0 1 1 2 0 0 1 0
 0 1 0 0 0 0 1 0 2 0 0 0 0]",1
977-387-0005.png,"[ 6  0  0  2  0  0  0  3  0  0  0  0  0  1  0  3 11  0  0  0  0  1  5  0
  0  1  0  0  1  0  1  0  0  0  0  0  1  0  0  0  0  0  0  0  0  1  0  1
  0  0]",1
1611-477-0019.png,"[ 4  3  5  9  1  3  5  7  6 15  7  5  6 13  3 12  7  2  3 10  8  5 18  7
  6 10 19  4  6 28  5  2  2 10  5  2 12  3 12  6  2 18  4  1  7  9  4  1
 13  5]",1
59-11622-1-164.png,"[0 1 7 1 8 5 5 6 3 4 2 7 4 0 6 4 0 1 3 1 1 3 0 0 2 2 0 7 1 0 1 3 1 4 5 0 1
 1 0 2 2 6 5 2 4 1 4 0 0 1]",1
1392-2788-0013.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
1712-627-0022.png,"[9 2 0 1 3 1 1 7 4 1 2 6 1 3 2 9 5 3 2 3 3 6 2 0 2 4 2 5 1 1 9 2 1 4 5 2 1
 5 3 7 5 2 5 6 3 7 2 5 2 3]",1
2552-2566-0018.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 1 0 2 0 0 0 2]",1
1326-2783-0007.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 0 0 0 0]",1
1657-1358-0011.png,"[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 3 0 0 0 1 0
 0 0 0 0 0 0 0 0 0 2 1 0 0]",1
459-1497-0003.png,"[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 1 1 1 3 0 2 0 0 0 1 0 0 0 0 0 0 0 2
 0 1 0 0 0 0 0 0 1 0 1 0 0]",1
2070-814-0011.png,"[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
 0 0 1 0 0 0 0 0 1 0 0 0 1]",1
473-616-0019.png,"[4 1 4 2 2 3 1 3 5 3 3 2 4 2 4 3 5 2 5 1 4 4 2 3 4 2 2 0 2 1 2 7 2 3 1 4 5
 3 3 5 4 1 3 7 1 4 6 1 3 8]",1
1806-1906-0011.png,"[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
2548-342-0016.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
1562-119-0093.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
2719-2239-0007.png,"[1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
540-902-0005.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
553-13375-1-019.png,"[0 0 0 0 1 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 2 1 0 0 1 0 0 0 0 0 0 0 4 2 0 0 0
 0 1 0 0 0 1 0 0 3 0 0 0 1]",1
62-2362-0002.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
77-327-0018.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
1428-93-0017.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
462-1538-0016.png,"[0 0 0 0 0 0 0 2 0 2 0 0 0 0 0 1 1 0 0 0 2 0 2 0 0 0 1 0 0 0 1 0 0 0 0 0 1
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
332-1483-0027.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
2424-1902-0028.png,"[0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 1 0
 1 0 0 0 0 0 0 0 2 1 0 0 0]",1
490-6993-1-509.png,"[ 0  1  4  1  1  3  1  2  1  2  1  3  1  1  1  4  1  2  3  9  4  0  2  1
  5  1  3  5  0  1  1 11  1  1  0  2  3  3  1  2  1  5  3  1  2  3  0  1
  0  2]",1
512-21139-1-006.png,"[ 0  0  0  0  0  0  0  3  1  0  0  7  0  0  0  1  4  0  0  0  9  0  2  0
  0  0  0  0  0  0  0  0  2  0  0  0  1  0  0  1  0  0  0  0  0 13  3  0
  0  0]",1
2753-85-0026.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
2388-2590-0021.png,"[0 0 0 0 0 0 0 2 0 0 0 1 1 0 0 1 0 1 0 0 3 0 1 0 1 0 0 0 0 0 0 0 1 0 0 1 1
 0 0 0 0 0 0 1 0 2 0 2 0 1]",1
25-354-0024.png,"[3 0 0 0 0 0 1 5 1 0 0 2 0 0 0 1 4 0 0 0 1 0 2 0 0 0 0 0 1 0 1 0 1 0 0 0 1
 0 1 0 0 0 0 1 0 2 1 0 0 0]",1
2278-1778-0033.png,"[ 1  9 28  5  3 10  4  5  9  1  3  8  8 12  9  4  7  5  7  1  6  7  2  7
  4  4  4 12  2  4  7  1  7  7 17 15  3 10  1  8  2 13 12  9  7  5  7  2
  2  3]",1
151-296-0047.png,"[13 16 12  5  6 16 13 12  9  9  4 12  9 21 15  6  8  4  6  7  6 15 16 17
  2  7 39  4 14 21  9  3  4  9 13 16 23  6  7 15  6  3  4 18  9  6  9  9
 14  5]",1
547-9230-1-212.png,"[0 1 0 0 0 0 0 1 1 0 1 3 0 0 0 1 0 0 0 1 3 0 2 0 1 0 0 0 1 0 0 2 1 0 0 0 3
 0 0 0 0 0 0 2 0 4 0 0 0 1]",1
283-2027-0029.png,"[0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 3 0 0 1 1 1 3 0 0 1]",1
157-2603-0006.png,"[0 3 4 0 3 1 2 5 4 1 0 3 2 0 1 2 4 1 1 1 4 0 0 0 1 3 0 0 0 0 3 0 2 0 1 0 2
 1 0 1 2 1 2 1 1 6 0 4 0 2]",1
2240-2543-0007.png,"[1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 1 0 1 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0
 0 1 1 0 0 0 0 0 0 0 0 0 0]",1
2080-607-0001.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
965-1955-0018.png,"[ 4  6  5  2  9 12  3  7  4 18  7  5 10  8 14  4  6  2  3  5  5 13  5 10
  2  5 32  8 12 28  8  1  3  9  9  6 15  8  6  5  4 12  6 12  3  8  7  8
 21  3]",1
1229-727-0002.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
1350-397-0023.png,"[3 0 0 0 0 0 0 0 1 0 0 1 2 0 0 1 4 1 0 0 1 1 2 0 0 2 1 0 0 1 1 0 0 1 1 0 1
 0 0 0 1 0 0 0 0 0 0 0 0 2]",1
153-2689-0022.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
1680-1647-0028.png,"[33  4 20 12  9  5  2 11  8  8  8  9  9 13  6 20 24  7  7 10  8  8  9 10
  6  9  6  8  9  6  4  8  8  9  8  2 13  6  6  5  8  4  5  6  7  8  7  2
  5 10]",1
56-217-0006.png,"[4 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 1 0 0 3 0 0 0 0 0 1 0 0 0 0 0 0 0 2
 0 0 0 0 0 0 0 0 1 0 0 0 0]",1
2541-2440-0036.png,"[16  7  6  6 10 10  4 12 10  9  3  8  5 12  6 15 14  4  6  9  5  7 10  9
  3  1 31  4 13 24  7  5  7  9  6  6 14  5  7  7  6  6  3  6  9 11  6  5
 13 10]",1
41-1-0008.png,"[11  3  9  3  4  5  3  9  2 10  5  2  4 10  6  7 15  5  2  9 11  7  2  2
  5  0 22  6  7 12  2  3  5  2  1  6  2  2  4  8  0  1  7  4  2  7  3  0
  6  7]",1
1644-1816-0004.png,"[0 0 3 1 3 4 1 0 6 1 0 0 4 0 2 0 0 0 0 2 0 2 0 3 2 2 1 5 0 1 0 1 2 2 2 1 0
 4 1 0 3 0 3 2 3 0 2 2 0 0]",1
931-2530-0019.png,"[0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 2 1 1 2 0 2 0 0 0 0 0 1 0 1 0 1 0 0
 0 0 0 0 0 0 1 0 1 1 0 0 4]",1
245-2683-0018.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
1290-2749-0003.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
2674-887-0016.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
2019-1192-0039.png,"[12 16 12 11 11 13 16 13 14 21  8  4 14 28 11 11  4 17 12 13  3 13 14 29
  8  8 37 20 13 15 12 14  9 10 13 12 14 11 15 17 13 23 11 16  9  5 20  9
 27 11]",1
2320-1395-0015.png,"[14  3  6 10  8 10 10 13  3 14  6  8  5 15  6  7  6  1  7  5  5 10  3  9
  4 13 26  6  9 22  3  4  6  8 18  4 10  4 12  8  2  4  3 17  7  7 13  5
 17  7]",1
3-1178-0008.png,"[ 6 14  5 14 14 23 10 10 10 17  9  4 11 14 16 11  4  1  8 10  8 15  9  7
  4  6 16  9 22 20  4  3  6 14 12  8 12  9 11 13  9 25 10  9 12  4  9  6
 21  2]",1
518-2032-0005.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
1288-287-0041.png,"[25  6 10  7  8 17 14 12  9 14  8  8  9 14  9 17 23  3 10 18 11  8 18 20
 18  9 44  8 12 30 14 14  7 12 12  7 19  5  5  5  9  6  7 11  7  9 10 13
 19 18]",1
143-1824-0014.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
2032-1663-0005.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
1462-2294-0009.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
1737-1095-0008.png,"[0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 1 3 0 1 0 0 0 0 1 1 0 0 1 2 0 0 3 0 0 0 0 3
 0 0 0 0 0 0 0 0 0 0 2 0 0]",1
14-4148-1-25.png,"[14 51 23 31 34 58 39 39 47 31 46 70 51 63 56 32 17 31 47 21 45 30 25 26
 18 44 32 36 40 18 47 21 32 36 55 41 34 48 36 47 35 55 51 50 27 46 32 40
 26 28]",1
1154-1648-0025.png,"[26 11  9  7 13 11  6 15 11  5  0 11 15  4  8 18 21  3 12 16  8  6  8  6
  6  8  7  8  7 12  7  8 13  7 10 12 18  9  5 10  3  8  9 10  7 10  6 10
  0 13]",1
2359-2286-0021.png,"[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 0 0 0 0]",1
391-325-0024.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
404-1797-0028.png,"[ 4  8 14  3  5  4  6  9  8  1  4  3  8  2  4  7  6  8  5 11  3  3  3  5
 15  3  0 10  2  0  3  6  7  6  6 15  2  7  3 13  3 12 13  4  9  8  6  5
  0  9]",1
1519-1411-0012.png,"[2 0 0 2 0 2 1 0 1 0 1 0 1 1 3 4 6 0 0 1 3 2 1 1 1 1 1 1 3 1 4 0 1 1 1 2 2
 4 1 2 1 0 2 1 0 4 0 1 0 0]",1
1285-8-0004.png,"[ 6  3 10  5  2  5  2  6  6  7  1  4  4  6  7 11 14  2  5  3  7  4  5  9
  8  3 17  7  3 23  1  1  4  4  7  3  1  3  6  5  1  6  6  3  4  5  8  8
  2  8]",1
1774-532-0005.png,"[1 2 0 0 1 2 2 5 1 1 1 1 0 1 2 3 4 1 4 2 1 0 1 0 1 3 0 0 1 0 0 1 2 2 1 1 0
 1 0 0 4 3 1 3 0 5 0 1 0 1]",1
403-7721-1-0892.png,"[ 2  1 13  2  3  3  3  2  1  2  1  6  3  1  1  3  7  1  1 13  3  3  0  0
  4  0  6  2  2  1  1  9  5  2  3  4  1  1  2  2  1  5  2  5  1  8  3  1
  0  9]",1
1355-893-0008.png,"[2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 2 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 2
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
277-1260-0006.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
540-9307-1-054.png,"[0 0 1 0 2 0 0 1 0 0 0 0 1 0 2 0 2 0 1 2 6 0 1 0 2 2 0 0 0 0 0 1 1 0 0 3 0
 0 2 0 1 0 1 1 0 0 0 0 0 0]",1
319-8415-1-0200.png,"[12  3 14  6  4  5  3  9  3  4  1 14  0  3  2  8  8  7  3  4 11  6  4 13
  4  7  8  6  3  4  2 11  8  2 12 11  8  2 13  3  3  8  8  9  6  7  5  2
  3  6]",1
460-1119-0008.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 2 0 0 0 0]",1
98-19376-1-264.png,"[0 0 0 0 3 0 1 0 1 1 0 2 2 0 0 1 0 2 0 2 2 2 1 0 1 1 0 2 0 0 0 0 0 1 0 1 0
 1 2 3 4 3 3 1 0 2 0 1 0 3]",1
2163-1097-0019.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
1891-1560-0007.png,"[0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
1574-148-0024.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
2742-2601-0009.png,"[0 3 1 0 1 1 1 1 5 1 0 2 1 0 1 0 7 0 0 3 1 0 1 0 0 3 0 0 1 0 1 0 0 0 0 0 0
 2 0 0 0 1 1 0 0 1 2 3 0 2]",1
1960-1848-0032.png,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]",1
448-9747-1-420.png,"[1 1 3 2 1 1 0 1 1 1 2 3 0 0 3 0 4 2 1 6 3 0 3 1 1 4 1 3 0 0 1 6 1 1 1 0 1
 2 1 0 2 9 5 2 2 3 1 1 0 0]",1
2770-2556-0025.png,"[0 0 2 0 0 1 0 2 0 0 0 4 1 0 1 1 0 0 1 0 4 0 0 0 0 3 0 0 1 0 0 1 1 2 0 0 1
 0 1 0 0 0 0 1 0 1 0 0 0 0]",1
